-1.589782088994979858e-01,1.660942792892456055e+00,9.075092384591698647e-04,-2.506222248077392578e+00,2.916509628295898438e+00,-2.345164503893016348e-16,2.990504741668701172e+00,-2.067213892740452780e-14,-2.741353862932994351e-14
1.015834510326385498e-01,1.436061382293701172e+00,-3.035108558833599091e-03,-1.560082674026489258e+00,2.512910127639770508e+00,-5.947069568165751566e-15,2.395587921142578125e+00,-8.388207087207857210e-15,-7.028736316930239703e-14
-5.372769832611083984e-01,1.843212604522705078e+00,8.588048629462718964e-03,-3.392470359802246094e+00,3.150807142257690430e+00,9.646421167278443343e-15,3.432886362075805664e+00,4.499671102842391079e-14,7.771838999182795193e-14
1.009495481848716736e-01,1.446194767951965332e+00,-7.989726960659027100e-03,-1.769398212432861328e+00,2.552706003189086914e+00,-1.220889996766299015e-16,2.540497779846191406e+00,-4.493827930759052014e-14,-5.591568061433932479e-14
1.912369728088378906e-01,1.571688890457153320e+00,2.453792374581098557e-03,-1.620803713798522949e+00,2.710228919982910156e+00,1.986573137436643821e-14,2.707799434661865234e+00,4.382881183635431444e-14,1.394452180678365516e-13
2.435951977968215942e-01,1.531761288642883301e+00,7.397173903882503510e-03,-1.465072631835937500e+00,2.670019865036010742e+00,6.753023535060586474e-15,2.576450824737548828e+00,5.799277480759632009e-14,8.944298616640408706e-14
-2.539571225643157959e-01,1.682474613189697266e+00,8.260680362582206726e-03,-2.907563686370849609e+00,2.897142410278320312e+00,1.269353648587943852e-16,3.132013797760009766e+00,3.468951268272880972e-14,6.542805034738530257e-14
1.805035173892974854e-01,1.657534241676330566e+00,2.081270515918731689e-02,-1.921132802963256836e+00,2.732668161392211914e+00,2.014382923160897010e-14,2.835480213165283203e+00,5.376157418551796852e-14,1.911356001856739928e-13
1.764965802431106567e-01,1.696457266807556152e+00,1.532247872091829777e-03,-1.758136272430419922e+00,2.828224182128906250e+00,1.144724201226129251e-14,2.832533121109008789e+00,3.764936428482350272e-14,1.093080771838624010e-13
-1.832049787044525146e-01,1.691457271575927734e+00,6.331412587314844131e-03,-2.623405933380126953e+00,3.021133422851562500e+00,1.759758487644973602e-15,3.078680992126464844e+00,3.924959248130348299e-15,3.222767918416996613e-14
2.940280437469482422e-01,1.704710602760314941e+00,1.675369031727313995e-02,-1.489395976066589355e+00,2.874885082244873047e+00,1.660028383742954972e-14,2.667701482772827148e+00,1.052447178343483836e-13,1.632705065980968873e-13
-3.796846270561218262e-01,1.772771477699279785e+00,3.875492839142680168e-04,-3.103096961975097656e+00,3.128291368484497070e+00,1.691328125204397169e-16,3.271004199981689453e+00,7.050476518664352751e-15,-2.042696693488766507e-14
1.882477700710296631e-01,1.614837169647216797e+00,-3.049633232876658440e-03,-1.924830198287963867e+00,2.698468685150146484e+00,9.592139060853651505e-15,2.795473337173461914e+00,3.541176412432539555e-14,1.023647787086294503e-13
-5.927741900086402893e-02,1.661406874656677246e+00,-6.343264132738113403e-03,-2.187578916549682617e+00,2.683700323104858398e+00,-7.603666536736084641e-15,2.761689424514770508e+00,-3.417139279328872126e-15,-4.068631282577728214e-14
-5.290144085884094238e-01,1.738468050956726074e+00,4.550052806735038757e-03,-3.434204101562500000e+00,2.966794967651367188e+00,1.454271205954087154e-14,3.395243406295776367e+00,4.023553544377569957e-14,9.979996972060700688e-14
6.444084644317626953e-02,1.535481214523315430e+00,-1.719039981253445148e-03,-1.819325804710388184e+00,2.702200651168823242e+00,1.489255842491573017e-16,2.595895290374755859e+00,-2.251356653187874812e-14,-5.107428423332255329e-14
2.695286571979522705e-01,1.538417458534240723e+00,-6.392324808984994888e-03,-1.569024443626403809e+00,2.652525424957275391e+00,2.762888913287282408e-15,2.565228939056396484e+00,1.424040261253402273e-14,-6.357056808042882423e-14
2.266292832791805267e-02,1.623561739921569824e+00,-4.827583674341440201e-03,-1.951003909111022949e+00,2.711619138717651367e+00,5.337032204388468190e-15,2.740943431854248047e+00,8.927136035063142072e-15,6.314745140635277809e-14
3.316433727741241455e-01,1.516396760940551758e+00,7.951891981065273285e-03,-1.282520890235900879e+00,2.674259185791015625e+00,9.262781310742131125e-15,2.486657142639160156e+00,-1.558845131292450545e-15,5.410519173529651504e-14
4.285347759723663330e-01,1.555538415908813477e+00,1.006330270320177078e-02,-1.067484259605407715e+00,2.631545305252075195e+00,6.624202529277416207e-15,2.478523731231689453e+00,2.307573382864195471e-14,6.813870485639778041e-14
-1.572591066360473633e-01,1.677080988883972168e+00,-3.169219009578227997e-03,-2.590156555175781250e+00,2.981731653213500977e+00,-5.549462561845689562e-15,2.938978433609008789e+00,-4.655257502725849983e-14,-1.074946745114810365e-13
-1.827269643545150757e-01,1.694499731063842773e+00,4.078029887750744820e-04,-2.689351081848144531e+00,2.903789043426513672e+00,3.334040476763778550e-15,2.962546825408935547e+00,-2.062941119741323187e-14,1.262275518349375777e-14
-2.892380952835083008e-01,1.674555540084838867e+00,1.275969669222831726e-03,-2.615872621536254883e+00,2.855613946914672852e+00,6.149134783447422065e-15,2.948277950286865234e+00,-1.120001088264965458e-14,3.095676045692351275e-14
-1.080484911799430847e-01,1.672105669975280762e+00,4.021075554192066193e-03,-2.417659521102905273e+00,2.834383010864257812e+00,1.060225295550871680e-14,3.053268432617187500e+00,5.104834469634583760e-14,1.029684489257422231e-13
6.523951888084411621e-03,1.671662211418151855e+00,1.864095777273178101e-02,-2.023867368698120117e+00,2.842999458312988281e+00,1.984636650712631040e-14,2.973853588104248047e+00,7.775785495090642430e-14,1.983208925858057081e-13
-2.877981588244438171e-02,1.600208163261413574e+00,2.464524470269680023e-03,-2.102831125259399414e+00,2.667451381683349609e+00,-4.703235566440701690e-15,2.643152713775634766e+00,-5.223090772279830041e-14,-1.401837901402608333e-13
-4.428173303604125977e-01,1.830744981765747070e+00,1.137065701186656952e-02,-3.072983741760253906e+00,3.043521881103515625e+00,1.944638230283977920e-14,3.274888992309570312e+00,5.052848669529798331e-14,9.893346179182943567e-14
8.640441298484802246e-02,1.618884086608886719e+00,2.979219192638993263e-03,-1.961974620819091797e+00,2.803754806518554688e+00,2.286483702433573725e-15,2.724753618240356445e+00,-1.386938778207653586e-14,-3.333967758985256769e-14
-4.667703807353973389e-02,1.651870369911193848e+00,2.872140612453222275e-03,-2.117574453353881836e+00,2.846178531646728516e+00,1.053043811410870820e-14,2.849012374877929688e+00,4.181347312121573567e-14,7.833648687409835998e-14
1.499888747930526733e-01,1.576814174652099609e+00,5.014980677515268326e-03,-1.492326021194458008e+00,2.667505025863647461e+00,7.903844848847641630e-15,2.495426654815673828e+00,-7.224056015929861130e-15,8.616614603632662822e-15
